"totalcheckouts","title","author","callnumber","lastcheckoutdate","itypecode","locationcode"
"24","High life","","|aDVD H SF/FANTASY","2020-01-09 20:43:00-06",12,"advdf"
"24","Dumbo","","|aDVD D","2019-12-30 12:27:49-06",38,"jdvdf"
"24","Mary Poppins returns","","|aDVD M","2020-01-11 10:17:58-06",38,"jdvdf"
"24","Us","","|aDVD U HORROR","2020-01-20 14:37:51-06",12,"advdf"
"24","Belong to us.","","|aDVD B DRAMA","2020-01-12 16:44:44-06",12,"advdf"
"24","Valentine : the dark avenger","","|aDVD V ACTION/ADVENTURE","2020-01-23 10:08:16-06",12,"advdf"
"24","Being Frank","","|aDVD B COMEDY","2020-01-21 11:44:29-06",12,"advdf"
"24","Us","","|aBLU-RAY U HORROR","2019-12-14 12:52:01-06",12,"abdf "
"24","Killing Eve. Season two.","","|aKIL SEASON 2","2019-12-31 13:36:35-06",12,"abdv "
"24","Us","","|aDVD U HORROR","2020-01-11 17:56:33-06",12,"advdf"
"24","Avengers. Endgame","","|aDVD A ACTION/ADVENTURE","2020-01-10 19:39:20-06",12,"advdf"
"24","Us","","|aDVD U HORROR","2020-01-18 12:34:23-06",12,"advdf"
"24","Poms","","|aBLU-RAY P COMEDY","2020-01-12 16:06:05-06",12,"abdf "
"24","Under the autumn moon","","|aUND","2020-01-20 09:31:16-06",12,"advv "
"24","Furie","","|aDVD F WORLD (VIETNAMESE)","2020-01-14 10:57:50-06",12,"advdf"
"24","Missing link","","|aDVD M","2020-01-18 17:12:16-06",40,"jdvh "
"24","Booksmart","","|aDVD B COMEDY","2020-01-21 15:20:08-06",23,"advh "
"24","Kingdoms of the sky : Himalaya, Rockies, Andes","","|a551.432 K","2019-12-13 20:15:52-06",13,"advdn"
"24","High life","","|aBLU-RAY H SF/FANTASY","2019-12-30 17:32:54-06",12,"abdf "
"24","The elder scrolls V : Skyrim.","","|aNINTENDO SWITCH-E","2020-01-04 11:59:25-06",24,"avg  "
"24","Olaf's frozen adventure","","|aBLU-RAY O","2020-01-10 16:14:53-06",38,"jbdf "
"24","Changeland","","|aDVD C COMEDY","2020-01-25 15:21:57-06",12,"advdf"
"24","The intruder","","|aBLU-RAY I DRAMA","2019-12-14 11:11:09-06",12,"abdf "
"24","All is true.","","|aBLU-RAY A DRAMA","2020-01-17 15:18:32-06",23,"abhp "
"23","All of my heart. The wedding","","|aALL","2020-01-15 14:30:58-06",12,"advv "
"23","Maria by Callas","","|a782.1092 M","2020-01-10 10:50:38-06",13,"advdn"
"23","Captive state","","|aBLU-RAY C SF/FANTASY","2019-12-30 15:03:57-06",12,"abdf "
"23","The best of enemies","","|aDVD B DRAMA","2019-12-29 13:52:00-06",23,"advh "
"23","Booksmart","","|aBLU-RAY B COMEDY","2020-01-24 09:05:05-06",23,"abhp "
"23","Ugly dolls","","|aDVD U","2020-01-18 11:40:38-06",40,"jdvh "
"23","Booksmart","","|aBLU-RAY B COMEDY","2020-01-24 11:06:08-06",12,"abdf "
"23","The best of enemies","","|aDVD B DRAMA","2019-12-26 21:00:13-06",12,"advdf"
"23","Ugly dolls","","|aDVD U","2020-01-20 17:02:29-06",40,"jdvh "
"23","Transit","","|aDVD T WORLD (MULTILINGUAL)","2020-01-17 11:05:39-06",12,"advdf"
"23","The best of enemies","","|aBLU-RAY B DRAMA","2019-12-22 17:50:17-06",12,"abdf "
"23","The alienist","","|aALI","2020-01-22 09:37:57-06",12,"advv "
"23","All is true.","","|aBLU-RAY A DRAMA","2020-01-20 11:39:20-06",12,"abdf "
"23","DragonBall FighterZ.","","|aPLAYSTATION 4-D","2020-01-03 15:59:23-06",24,"avg  "
"23","Triple threat","","|aDVD T ACTION/ADVENTURE","2019-12-09 11:18:35-06",12,"advdf"
"23","Pokémon Detective Pikachu","","|aBLU-RAY P","2020-01-12 14:41:22-06",40,"jbhp "
"23","Captain Marvel.","","|aDVD C ACTION/ADVENTURE","2020-01-13 17:11:22-06",12,"advdf"
"23","High life","","|aBLU-RAY H SF/FANTASY","2019-12-28 14:17:20-06",23,"abhp "
"23","Hesburgh.","","|a378.772 HES","2020-01-13 15:37:06-06",13,"advdn"
"23","Here and now","","|aDVD H DRAMA","2020-01-04 14:28:10-06",12,"advdf"
"23","High life","","|aBLU-RAY H SF/FANTASY","2019-12-14 16:51:26-06",12,"abdf "
"23","Toy story of terror!","","|aDVD DIS","2020-01-04 17:41:43-06",38,"jdvdf"
"23","Toni Morrison : the pieces I am","","|a813.54 MOR","2020-01-21 16:55:20-06",23,"advh "
"23","All is true.","","|aBLU-RAY A DRAMA","2020-01-18 17:05:44-06",23,"abhp "
"23","Boogaloo Shrimp documentary.","","|a792.8092 B","2020-01-22 18:18:47-06",13,"advdn"
"23","Toy story 4","","|aDVD DIS","2020-01-19 16:17:40-06",40,"jdvh "
"23","The Spanish princess.","","|aSPA","2019-12-30 15:57:10-06",12,"advv "
"23","Ma","","|aBLU-RAY M HORROR","2020-01-24 10:55:58-06",12,"abdf "
"23","Plus one.","","|aDVD P COMEDY","2020-01-10 19:44:09-06",12,"advdf"
"23","Bohemian rhapsody","","|aBLU-RAY B DRAMA","2020-01-25 16:33:38-06",12,"abdf "
"23","Bohemian Rhapsody","","|aDVD B DRAMA","2020-01-16 17:52:37-06",12,"advdf"
"23","Tolkien","","|aDVD T DRAMA","2020-01-17 16:07:48-06",23,"advh "
"23","Dragged across concrete.","","|aDVD D DRAMA","2019-12-31 10:21:06-06",12,"advdf"
"23","The Nutcracker and the four realms","","|aDVD N","2020-01-20 17:02:31-06",38,"jdvdf"
"23","Captain Marvel.","","|aDVD C ACTION/ADVENTURE","2020-01-05 13:51:35-06",12,"advdf"
"23","Frankie Drake mysteries. The complete second season","","|aFRA SEASON 2","2019-12-18 13:18:58-06",12,"advv "
"23","Tom Clancy's Jack Ryan. Season one","","|aJAC SEASON 1","2020-01-15 16:53:07-06",12,"advv "
"23","A dog's purpose.","","|aDVD D DRAMA","2020-01-16 10:14:34-06",12,"advdf"
"23","Pet sematary","","|aDVD P HORROR","2020-01-08 20:46:57-06",12,"advdf"
"23","The Grinch","","|aDVD G","2020-01-20 11:54:52-06",38,"jdvdf"
"23","The Clovehitch killer","","|aDVD C HORROR","2020-01-22 11:53:41-06",12,"advdf"
"23","To dust","","|aDVD T DRAMA","2020-01-25 17:32:57-06",12,"advdf"
"23","MIB International","","|aDVD M COMEDY","2020-01-24 13:30:45-06",12,"advdf"
"23","The Grinch","","|aDVD G","2020-01-11 10:00:23-06",38,"jdvdf"
"23","Killers anonymous.","","|aDVD K ACTION/ADVENTURE","2019-12-28 17:23:27-06",12,"advdf"
"23","Teen spirit.","","|aDVD T DRAMA","2019-12-21 16:56:08-06",12,"advdf"
"23","MIB International","","|aDVD M COMEDY","2020-01-19 13:39:00-06",12,"advdf"
"23","A dog's journey.","","|aDVD D DRAMA","2020-01-23 19:30:23-06",12,"advdf"
"23","Crazy rich Asians","","|aDVD C COMEDY","2020-01-05 16:36:12-06",12,"advdf"
"23","Batman vs Teenage Mutant Ninja Turtles","","|aDVD B SF/FANTASY","2019-12-28 12:16:10-06",12,"advdf"
"23","The wife","","|aDVD W DRAMA","2020-01-24 15:51:01-06",12,"advdf"
"23","Tolkien","","|aBLU-RAY T DRAMA","2020-01-25 12:19:33-06",12,"abdf "
"23","Paw patrol. The great pirate rescue!.","","|aDVD P","2020-01-12 14:27:37-06",38,"jdvdp"
"23","Super Mario odyssey.","","|aNINTENDO SWITCH-S","2019-12-16 19:16:24-06",45,"jvg  "
"23","Alita : battle angel","","|aDVD A ACTION/ADVENTURE","2020-01-09 13:06:52-06",12,"advdf"
"23","A dog's journey.","","|aDVD D DRAMA","2020-01-12 12:36:06-06",12,"advdf"
"23","Alita : battle angel","","|aDVD A ACTION/ADVENTURE","2019-12-23 16:53:36-06",12,"advdf"
"23","Domino","","|aDVD D DRAMA","2020-01-28 10:56:13-06",12,"advdf"
"23","Paw patrol.","","|aDVD P","2020-01-11 12:42:50-06",38,"jdvdf"
"23","John Wick. Chapter 3, Parabellum","","|aDVD J ACTION/ADVENTURE","2020-01-06 20:49:07-06",23,"advh "
"23","MIB International","","|aDVD M COMEDY","2019-12-30 13:36:07-06",12,"advdf"
"23","MIB International","","|aDVD M COMEDY","2020-01-06 14:25:12-06",23,"advh "
"23","Paw patrol. Pups save Puplantis.","","|aDVD P","2020-01-03 14:03:56-06",38,"jdvdp"
"23","Captain America, civil war","","|aBLU-RAY C ACTION/ADVENTURE","2020-01-04 09:51:32-06",12,"abdf "
"23","A dog's journey.","","|aBLU-RAY D DRAMA","2020-01-11 10:23:05-06",23,"abhp "
"23","Harry Potter and the prisoner of Azkaban","","|aDVD H SF/FANTASY     ","2020-01-25 12:40:52-06",12,"advdf"
"23","A dog's journey.","","|aBLU-RAY D DRAMA","2020-01-12 15:58:32-06",12,"abdf "
"23","Papa pogi.","","|aDVD P WORLD (TAGALOG)","2020-01-20 15:45:44-06",12,"advdf"
"23","Spider-man","","|aPLAYSTATION 4-S","2020-01-29 15:01:35-06",24,"avg  "
"23","A dog's journey.","","|aBLU-RAY D DRAMA","2020-01-07 13:15:56-06",12,"abdf "
"23","Speechless. The complete third season.","","|aSPE SEASON 3","2020-01-19 12:57:00-06",12,"advv "
"23","The tomorrow man","","|aDVD T DRAMA","2020-01-25 12:21:10-06",12,"advdf"
"23","After","","|aDVD A DRAMA","2019-12-05 20:52:20-06",12,"advdf"
"23","Patrick.","","|aDVD P COMEDY","2020-01-13 10:45:39-06",12,"advdf"
"23","The upside","","|aDVD U COMEDY","2020-01-13 14:35:47-06",12,"advdf"
"23","Smallfoot","","|aDVD S","2020-01-25 11:31:32-06",40,"jdvh "
"23","Smallfoot","","|aDVD S","2020-01-11 17:12:46-06",40,"jdvh "
"23","John Wick. Chapter 3, Parabellum","","|aBLU-RAY J ACTION/ADVENTURE","2020-01-19 14:23:54-06",12,"abdf "
"23","The sun is also a star","","|aDVD S DRAMA","2020-01-07 15:45:53-06",12,"advdf"
"23","The sun is also a star","","|aDVD S DRAMA","2020-01-09 18:18:09-06",12,"advdf"
"23","John Wick. Chapter 2","","|aDVD J ACTION/ADVENTURE","2020-01-27 12:16:55-06",12,"advdf"
"23","Signed, sealed, delivered. To the altar.","","|aSIG","2020-01-06 16:10:25-06",12,"advv "
"23","Fast color.","","|aBLU-RAY F SF/FANTASY","2019-12-29 16:17:09-06",23,"abhp "
"23","John Wick. Chapter 2","","|aBLU-RAY J ACTION/ADVENTURE","2020-01-20 20:34:35-06",12,"abdf "
"23","Shetland. Seasons one & two","","|aSHE SEASONS 1&2","2020-01-09 11:11:14-06",12,"advv "
"23","Halston","","|a746.92 HAL","2020-01-19 17:01:11-06",13,"advdn"
"23","Arrow. The complete seventh season.","","|aARR SEASON 7","2020-01-22 16:22:01-06",12,"advv "
"23","Singin' in the rain","","|aDVD S MUSICAL (NFR)","2020-01-12 14:06:45-06",12,"advdf"
"23","The secret life of pets 2","","|aDVD S","2020-01-08 17:39:17-06",38,"jdvdf"
"23","Devil may cry 5","","|aPLAYSTATION 4-D","2019-12-04 10:43:39-06",24,"avg  "
"23","Fast color.","","|aDVD F SF/FANTASY","2019-12-28 12:46:04-06",23,"advh "
"23","Shazam!","","|aBLU-RAY S ACTION/ADVENTURE","2019-12-31 15:17:09-06",12,"abdf "
"23","The river and the wall","","|a917.64404 RIV","2020-01-23 17:21:49-06",13,"advdn"
"23","Greta","","|aDVD G DRAMA","2020-01-03 15:07:55-06",12,"advdf"
"23","A star is born","","|aDVD S DRAMA","2020-01-09 17:07:01-06",12,"advdf"
"23","Long shot","","|aDVD L COMEDY","2020-01-03 10:55:31-06",23,"advh "
"23","Long shot","","|aDVD L COMEDY","2019-12-28 16:54:32-06",23,"advh "
"23","Shakespeare & Hathaway : private investigators. Season 1.","","|aSHA SEASON 1","2019-12-28 11:47:43-06",12,"advv "
"23","Long shot","","|aDVD L COMEDY","2019-12-29 16:01:57-06",23,"advh "
"23","Detective Montalbano. Episodes 33 & 34.","","|aDET EPISODES 33-34","2020-01-11 17:57:05-06",12,"advv "
"23","Descendants 2.","","|aDVD D","2020-01-21 16:35:01-06",38,"jdvdf"
"23","John Wick. Chapter 3, Parabellum","","|aDVD J ACTION/ADVENTURE","2020-01-15 14:01:54-06",12,"advdf"
"23","3 faces.","","|aDVD T WORLD (FARSI)","2019-12-28 15:29:28-06",12,"advdf"
"23","Descendants 3","","|aDVD D","2020-01-07 16:41:16-06",38,"jdvdf"
"23","The public","","|aBLU-RAY P DRAMA","2019-12-20 13:04:36-06",12,"abdf "
"23","On the basis of sex","","|aBLU-RAY O DRAMA","2020-01-13 18:39:02-06",12,"abdf "
"23","The public","","|aDVD P DRAMA","2020-01-17 13:49:56-06",12,"advdf"
"23","Under the Silver Lake.","","|aDVD U DRAMA","2019-11-29 15:16:16-06",12,"advdf"
"23","Nightmare cinema.","","|aDVD N HORROR","2020-01-17 16:13:40-06",12,"advdf"
"23","Green book","","|aBLU-RAY G DRAMA","2020-01-15 12:16:26-06",12,"abdf "
"23","Grantchester. The complete fourth season.","","|aGRA SEASON 4","2020-01-21 14:03:06-06",12,"advv "
"23","Green book","","|aBLU-RAY G DRAMA","2020-01-02 14:54:02-06",12,"abdf "
"23","The professor","","|aDVD P COMEDY","2020-01-18 14:20:19-06",12,"advdf"
"23","Grantchester. The complete fourth season.","","|aGRA SEASON 4","2020-01-13 15:50:02-06",12,"advv "
"23","Everybody knows","","|aBLU-RAY E WORLD (SPANISH)","2020-01-05 16:22:41-06",23,"abhp "
"23","American renegades.","","|aDVD A ACTION/ADVENTURE","2020-01-20 11:57:49-06",12,"advdf"
"23","Grantchester. The complete fourth season.","","|aGRA SEASON 4","2019-12-30 10:23:34-06",12,"advv "
"23","American renegades.","","|aDVD A ACTION/ADVENTURE","2020-01-09 18:57:53-06",12,"advdf"
"23","Sega Genesis classics.","","|aNINTENDO SWITCH-S","2020-01-19 14:13:45-06",24,"avg  "
"23","Long shot","","|aBLU-RAY L COMEDY","2020-01-11 14:02:03-06",23,"abhp "
"23","The outpost. Season one.","","|aOUT SEASON 1","2020-01-14 20:06:18-06",12,"advv "
"23","Aladdin","","|aDVD DIS","2019-12-12 11:55:48-06",38,"jdvdf"
"23","Dell Chromebook.","","|aDell Chromebook #34","2020-01-17 19:28:56-06",27,"ate  "
"23","Instant family.","","|aDVD I COMEDY","2019-12-31 13:10:13-06",12,"advdf"
"23","Grand theft auto V.","","|aPLAYSTATION 4-G","2019-12-27 15:09:01-06",24,"avg  "
"23","Godzilla : king of the monsters","","|aDVD G SF/FANTASY","2020-01-24 16:46:41-06",23,"advh "
"23","The mustang","","|aDVD M DRAMA","2020-01-06 11:48:17-06",12,"advdf"
"23","Backtrace","","|aDVD B ACTION/ADVENTURE","2020-01-08 11:20:57-06",12,"advdf"
"23","The mule","","|aDVD M DRAMA","2019-12-27 14:23:47-06",12,"advdf"
"23","Godzilla : king of the monsters","","|aDVD G SF/FANTASY","2020-01-23 10:23:49-06",23,"advh "
"23","Brightburn","","|aDVD B HORROR","2020-01-23 18:33:53-06",12,"advdf"
"23","The man who killed Hitler and then the bigfoot.","","|aDVD M ACTION/ADVENTURE","2020-01-22 18:35:18-06",12,"advdf"
"23","Little","","|aDVD L COMEDY","2020-01-19 17:41:01-06",12,"advdf"
"23","Little","","|aDVD L COMEDY","2019-12-26 16:40:22-06",12,"advdf"
"23","Aladdin","","|aDVD A","2020-01-17 14:43:32-06",40,"jdvh "
