TotalCheckouts,Title,CallNumber,Author,OwningLibrary,Publisher ,CopyrightDate,datelastborrowed,itype,itemcode
0,Black boy (American hunger) /,928.1 WRIG 1-DEVICE,"Wright, Richard,",Rockrimmon Library,"[Manufactured by] Findaway World, LLC,",2008,8/14/19,PLAYER,BKPLAYER
0,Black boy (American hunger) /,928.1 WRIG 1-DEVICE,"Wright, Richard,",Rockrimmon Library,Playaway Digital Audio ;,2008,8/14/19,PLAYER,BKPLAYER
0,Black boy (American hunger) /,928.1 WRIG 1-DEVICE,"Wright, Richard,",Fountain Library,"[Distributed exclusively by] Recorded Books, LLC :",2008,8/14/19,PLAYER,BKPLAYER
0,Black boy (American hunger) /,928.1 WRIG 1-DEVICE,"Wright, Richard,",Fountain Library,"[Manufactured by] Findaway World, LLC,",2008,8/14/19,PLAYER,BKPLAYER
0,Black boy (American hunger) /,928.1 WRIG 1-DEVICE,"Wright, Richard,",Fountain Library,Playaway Digital Audio ;,2008,8/14/19,PLAYER,BKPLAYER
2,Crossing to safety,STEG 1-DEVICE,"Stegner, Wallace,",Cheyenne Mountain Library,"[Distributed exclusively by] Recorded Books, LLC,",2010,1/8/20,PLAYER,BKPLAYER
2,Crossing to safety,STEG 1-DEVICE,"Stegner, Wallace,",Cheyenne Mountain Library,"Findaway World, LLC ;",2010,1/8/20,PLAYER,BKPLAYER
3,Crossing to safety,STEG 1-DEVICE,"Stegner, Wallace,",Monument Library,"[Distributed exclusively by] Recorded Books, LLC,",2010,1/7/20,PLAYER,BKPLAYER
3,Crossing to safety,STEG 1-DEVICE,"Stegner, Wallace,",Monument Library,"Findaway World, LLC ;",2010,1/7/20,PLAYER,BKPLAYER
1,Democracy in America,320.973 TOCQ 1-DEVICE,"Tocqueville, Alexis de,",Monument Library,"[Distributed exclusively by] Recorded Books, LLC :",2011,9/25/19,PLAYER,BKPLAYER
1,Democracy in America,320.973 TOCQ 1-DEVICE,"Tocqueville, Alexis de,",Monument Library,"[Manufactured by] Findaway World, LLC,",2011,9/25/19,PLAYER,BKPLAYER
1,Democracy in America,320.973 TOCQ 1-DEVICE,"Tocqueville, Alexis de,",Monument Library,Playaway Digital Audio ;,2011,9/25/19,PLAYER,BKPLAYER
1,Democracy in America,320.973 TOCQ 1-DEVICE,"Tocqueville, Alexis de,",Library 21c,"[Distributed exclusively by] Recorded Books, LLC :",2011,12/12/19,PLAYER,BKPLAYER
1,Democracy in America,320.973 TOCQ 1-DEVICE,"Tocqueville, Alexis de,",Library 21c,"[Manufactured by] Findaway World, LLC,",2011,12/12/19,PLAYER,BKPLAYER
1,Democracy in America,320.973 TOCQ 1-DEVICE,"Tocqueville, Alexis de,",Library 21c,Playaway Digital Audio ;,2011,12/12/19,PLAYER,BKPLAYER
1,"The giants of Irish literature Wilde, Yeats, Joyce, and Beckett /",820.99415 OBRI 1-DEVICE,"O'Brien, George,",East Library,"[Distributed exclusively by] Recorded Books, LLC,",2015,9/19/19,PLAYER,BKPLAYER
1,"The giants of Irish literature Wilde, Yeats, Joyce, and Beckett /",820.99415 OBRI 1-DEVICE,"O'Brien, George,",East Library,"Findaway World, LLC ;",2015,9/19/19,PLAYER,BKPLAYER
1,"The giants of Irish literature Wilde, Yeats, Joyce, and Beckett /",820.99415 OBRI 1-DEVICE,"O'Brien, George,",East Library,"[Distributed exclusively by] Recorded Books, LLC,",2015,1/13/20,PLAYER,BKPLAYER
1,"The giants of Irish literature Wilde, Yeats, Joyce, and Beckett /",820.99415 OBRI 1-DEVICE,"O'Brien, George,",East Library,"Findaway World, LLC ;",2015,1/13/20,PLAYER,BKPLAYER
3,The grapes of wrath,STEI 1-DEVICE,"Steinbeck, John,",Library 21c,"[Distributed exclusively by] Recorded Books, LLC,",2014,1/24/20,PLAYER,BKPLAYER
3,The grapes of wrath,STEI 1-DEVICE,"Steinbeck, John,",Library 21c,"Findaway World, LLC ;",2014,1/24/20,PLAYER,BKPLAYER
3,The grapes of wrath,STEI 1-DEVICE,"Steinbeck, John,",Cheyenne Mountain Library,"[Distributed exclusively by] Recorded Books, LLC,",2014,1/24/20,PLAYER,BKPLAYER
3,The grapes of wrath,STEI 1-DEVICE,"Steinbeck, John,",Cheyenne Mountain Library,"Findaway World, LLC ;",2014,1/24/20,PLAYER,BKPLAYER
0,Laughing gas,WODE 1-DEVICE,"Wodehouse, P. G. (Pelham Grenville),",Monument Library,"[Distributed exclusively by] Recorded Books, LLC,",2010,8/13/19,PLAYER,BKPLAYER
0,Laughing gas,WODE 1-DEVICE,"Wodehouse, P. G. (Pelham Grenville),",Monument Library,"Findaway World, LLC ;",2010,8/13/19,PLAYER,BKPLAYER
2,Laughing gas,WODE 1-DEVICE,"Wodehouse, P. G. (Pelham Grenville),",Penrose Library,"[Distributed exclusively by] Recorded Books, LLC,",2010,10/13/19,PLAYER,BKPLAYER
2,Laughing gas,WODE 1-DEVICE,"Wodehouse, P. G. (Pelham Grenville),",Penrose Library,"Findaway World, LLC ;",2010,10/13/19,PLAYER,BKPLAYER
1,The mill on the Floss,ELIO 1-DEVICE,"Eliot, George,",High Prairie Library,"[Distributed exclusively by] Recorded Books, LLC :",2010,1/29/20,PLAYER,BKPLAYER
1,The mill on the Floss,ELIO 1-DEVICE,"Eliot, George,",High Prairie Library,"[Manufactured by] Findaway World, LLC,",2010,1/29/20,PLAYER,BKPLAYER
1,The mill on the Floss,ELIO 1-DEVICE,"Eliot, George,",High Prairie Library,Playaway Digital Audio ;,2010,1/29/20,PLAYER,BKPLAYER
1,The mill on the Floss,ELIO 1-DEVICE,"Eliot, George,",East Library,"[Distributed exclusively by] Recorded Books, LLC :",2010,11/20/19,PLAYER,BKPLAYER
1,The mill on the Floss,ELIO 1-DEVICE,"Eliot, George,",East Library,"[Manufactured by] Findaway World, LLC,",2010,11/20/19,PLAYER,BKPLAYER
1,The mill on the Floss,ELIO 1-DEVICE,"Eliot, George,",East Library,Playaway Digital Audio ;,2010,11/20/19,PLAYER,BKPLAYER
2,The notorious jumping frog of Calaveras County and other stories /,TWAI 1-DEVICE,"Twain, Mark,",Library 21c,"[Distributed exclusively by] Recorded Books, LLC,",2010,9/29/19,PLAYER,BKPLAYER
2,The notorious jumping frog of Calaveras County and other stories /,TWAI 1-DEVICE,"Twain, Mark,",Library 21c,"Findaway World, LLC ;",2010,9/29/19,PLAYER,BKPLAYER
2,The notorious jumping frog of Calaveras County and other stories /,TWAI 1-DEVICE,"Twain, Mark,",Cheyenne Mountain Library,"[Distributed exclusively by] Recorded Books, LLC,",2010,1/25/20,PLAYER,BKPLAYER
2,The notorious jumping frog of Calaveras County and other stories /,TWAI 1-DEVICE,"Twain, Mark,",Cheyenne Mountain Library,"Findaway World, LLC ;",2010,1/25/20,PLAYER,BKPLAYER
2,The Pickwick papers,DICK 1-DEVICE,"Dickens, Charles,",East Library,"[Distributed exclusively by] Recorded Books, LLC :",2011,12/11/19,PLAYER,BKPLAYER
2,The Pickwick papers,DICK 1-DEVICE,"Dickens, Charles,",East Library,"[Manufactured by] Findaway World, LLC,",2011,12/11/19,PLAYER,BKPLAYER
2,The Pickwick papers,DICK 1-DEVICE,"Dickens, Charles,",East Library,Playaway Digital Audio ;,2011,12/11/19,PLAYER,BKPLAYER
3,The Pickwick papers,DICK 1-DEVICE,"Dickens, Charles,",Monument Library,"[Distributed exclusively by] Recorded Books, LLC :",2011,12/17/19,PLAYER,BKPLAYER
3,The Pickwick papers,DICK 1-DEVICE,"Dickens, Charles,",Monument Library,"[Manufactured by] Findaway World, LLC,",2011,12/17/19,PLAYER,BKPLAYER
3,The Pickwick papers,DICK 1-DEVICE,"Dickens, Charles,",Monument Library,Playaway Digital Audio ;,2011,12/17/19,PLAYER,BKPLAYER
1,The portrait of a lady,JAME 1-DEVICE,"James, Henry,",Library 21c,"Findaway World, LLC,",2008,2/4/20,PLAYER,BKPLAYER
1,The portrait of a lady,JAME 1-DEVICE,"James, Henry,",Fountain Library,"Findaway World, LLC,",2008,10/7/19,PLAYER,BKPLAYER
2,The red pony,STEI 1-DEVICE,"Steinbeck, John,",East Library,"[Distributed exclusively by] Recorded Books, LLC,",2011,1/8/20,PLAYER,BKPLAYER
2,The red pony,STEI 1-DEVICE,"Steinbeck, John,",East Library,"Findaway World, LLC ;",2011,1/8/20,PLAYER,BKPLAYER
2,The red pony,STEI 1-DEVICE,"Steinbeck, John,",Penrose Library,"[Distributed exclusively by] Recorded Books, LLC,",2011,9/28/19,PLAYER,BKPLAYER
2,The red pony,STEI 1-DEVICE,"Steinbeck, John,",Penrose Library,"Findaway World, LLC ;",2011,9/28/19,PLAYER,BKPLAYER
0,The return of the native,HARD 1-DEVICE,"Hardy, Thomas,",High Prairie Library,"[Distributed exclusively by] Recorded Books, LLC :",2010,8/14/19,PLAYER,BKPLAYER
0,The return of the native,HARD 1-DEVICE,"Hardy, Thomas,",High Prairie Library,"[Manufactured by] Findaway World, LLC,",2010,8/14/19,PLAYER,BKPLAYER
0,The return of the native,HARD 1-DEVICE,"Hardy, Thomas,",High Prairie Library,Playaway Digital Audio ;,2010,8/14/19,PLAYER,BKPLAYER
0,The return of the native,HARD 1-DEVICE,"Hardy, Thomas,",Penrose Library,"[Distributed exclusively by] Recorded Books, LLC :",2010,8/14/19,PLAYER,BKPLAYER
0,The return of the native,HARD 1-DEVICE,"Hardy, Thomas,",Penrose Library,"[Manufactured by] Findaway World, LLC,",2010,8/14/19,PLAYER,BKPLAYER
0,The return of the native,HARD 1-DEVICE,"Hardy, Thomas,",Penrose Library,Playaway Digital Audio ;,2010,8/14/19,PLAYER,BKPLAYER
1,The return of the native,HARD 1-DEVICE,"Hardy, Thomas,",East Library,"[Distributed exclusively by] Recorded Books, LLC :",2010,10/4/19,PLAYER,BKPLAYER
1,The return of the native,HARD 1-DEVICE,"Hardy, Thomas,",East Library,"[Manufactured by] Findaway World, LLC,",2010,10/4/19,PLAYER,BKPLAYER
1,The return of the native,HARD 1-DEVICE,"Hardy, Thomas,",East Library,Playaway Digital Audio ;,2010,10/4/19,PLAYER,BKPLAYER
3,The Sea Wolf,LOND 1-DEVICE,"London, Jack,",Penrose Library,"[Distributed exclusively by] Recorded Books, LLC,",2010,12/10/19,PLAYER,BKPLAYER
3,The Sea Wolf,LOND 1-DEVICE,"London, Jack,",Penrose Library,"Findaway World, LLC ;",2010,12/10/19,PLAYER,BKPLAYER
3,The Sea Wolf,LOND 1-DEVICE,"London, Jack,",Monument Library,"[Distributed exclusively by] Recorded Books, LLC,",2010,12/3/19,PLAYER,BKPLAYER
3,The Sea Wolf,LOND 1-DEVICE,"London, Jack,",Monument Library,"Findaway World, LLC ;",2010,12/3/19,PLAYER,BKPLAYER
2,Silas Marner,ELIO 1-DEVICE,"Eliot, George,",Library 21c,"[Distributed exclusively by] Recorded Books, LLC,LC,",2010,2/2/20,PLAYER,BKPLAYER
2,Silas Marner,ELIO 1-DEVICE,"Eliot, George,",Library 21c,"Findaway World, LLC ;",2010,2/2/20,PLAYER,BKPLAYER
2,Silas Marner,ELIO 1-DEVICE,"Eliot, George,",Rockrimmon Library,"[Distributed exclusively by] Recorded Books, LLC,LC,",2010,2/4/20,PLAYER,BKPLAYER
2,Silas Marner,ELIO 1-DEVICE,"Eliot, George,",Rockrimmon Library,"Findaway World, LLC ;",2010,2/4/20,PLAYER,BKPLAYER
1,The song of the lark,CATH 1-DEVICE,"Cather, Willa,",High Prairie Library,"[Distributed exclusively by] Recorded Books, LLC,",2010,10/26/19,PLAYER,BKPLAYER
1,The song of the lark,CATH 1-DEVICE,"Cather, Willa,",High Prairie Library,"Findaway World, LLC ;",2010,10/26/19,PLAYER,BKPLAYER
3,The song of the lark,CATH 1-DEVICE,"Cather, Willa,",Rockrimmon Library,"[Distributed exclusively by] Recorded Books, LLC,",2010,1/23/20,PLAYER,BKPLAYER
3,The song of the lark,CATH 1-DEVICE,"Cather, Willa,",Rockrimmon Library,"Findaway World, LLC ;",2010,1/23/20,PLAYER,BKPLAYER
1,To the lighthouse,WOOL 1-DEVICE,"Woolf, Virginia,",High Prairie Library,"[Distributed exclusively by] Recorded Books, LLC :",2010,8/22/19,PLAYER,BKPLAYER
1,To the lighthouse,WOOL 1-DEVICE,"Woolf, Virginia,",High Prairie Library,"[Manufactured by] Findaway World, LLC,",2010,8/22/19,PLAYER,BKPLAYER
1,To the lighthouse,WOOL 1-DEVICE,"Woolf, Virginia,",High Prairie Library,Playaway Digital Audio ;,2010,8/22/19,PLAYER,BKPLAYER
2,To the lighthouse,WOOL 1-DEVICE,"Woolf, Virginia,",Library 21c,"[Distributed exclusively by] Recorded Books, LLC :",2010,1/23/20,PLAYER,BKPLAYER
2,To the lighthouse,WOOL 1-DEVICE,"Woolf, Virginia,",Library 21c,"[Manufactured by] Findaway World, LLC,",2010,1/23/20,PLAYER,BKPLAYER
2,To the lighthouse,WOOL 1-DEVICE,"Woolf, Virginia,",Library 21c,Playaway Digital Audio ;,2010,1/23/20,PLAYER,BKPLAYER
3,Tortilla flat,STEI 1-DEVICE,"Steinbeck, John,",Penrose Library,"[Distributed exclusively by] Recorded Books, LLC :",2009,1/16/20,PLAYER,BKPLAYER
3,Tortilla flat,STEI 1-DEVICE,"Steinbeck, John,",Penrose Library,"[Manufactured by] Findaway World, LLC,",2009,1/16/20,PLAYER,BKPLAYER
3,Tortilla flat,STEI 1-DEVICE,"Steinbeck, John,",Penrose Library,Playaway Digital Audio ;,2009,1/16/20,PLAYER,BKPLAYER
5,Tortilla flat,STEI 1-DEVICE,"Steinbeck, John,",Monument Library,"[Distributed exclusively by] Recorded Books, LLC :",2009,1/28/20,PLAYER,BKPLAYER
5,Tortilla flat,STEI 1-DEVICE,"Steinbeck, John,",Monument Library,"[Manufactured by] Findaway World, LLC,",2009,1/28/20,PLAYER,BKPLAYER
5,Tortilla flat,STEI 1-DEVICE,"Steinbeck, John,",Monument Library,Playaway Digital Audio ;,2009,1/28/20,PLAYER,BKPLAYER
2,The trial,KAFK 1-DEVICE,"Kafka, Franz,",East Library,"[Manufactured and distributed by] Findaway World, LLC,",2008,12/14/19,PLAYER,BKPLAYER
2,The trial,KAFK 1-DEVICE,"Kafka, Franz,",East Library,Playaway Digital Audio :,2008,12/14/19,PLAYER,BKPLAYER
3,The trial,KAFK 1-DEVICE,"Kafka, Franz,",Cheyenne Mountain Library,"[Manufactured and distributed by] Findaway World, LLC,",2008,1/21/20,PLAYER,BKPLAYER
3,The trial,KAFK 1-DEVICE,"Kafka, Franz,",Cheyenne Mountain Library,Playaway Digital Audio :,2008,1/21/20,PLAYER,BKPLAYER
1,Washington Square,JAME 1-DEVICE,"James, Henry,",Penrose Library,"[Distributed exclusively by] Recorded Books, LLC :",2009,10/10/19,PLAYER,BKPLAYER
1,Washington Square,JAME 1-DEVICE,"James, Henry,",Penrose Library,"[Manufactured by] Findaway World, LLC,",2009,10/10/19,PLAYER,BKPLAYER
1,Washington Square,JAME 1-DEVICE,"James, Henry,",Penrose Library,Playaway Digital Audio ;,2009,10/10/19,PLAYER,BKPLAYER
2,Washington Square,JAME 1-DEVICE,"James, Henry,",East Library,"[Distributed exclusively by] Recorded Books, LLC :",2009,1/15/20,PLAYER,BKPLAYER
2,Washington Square,JAME 1-DEVICE,"James, Henry,",East Library,"[Manufactured by] Findaway World, LLC,",2009,1/15/20,PLAYER,BKPLAYER
2,Washington Square,JAME 1-DEVICE,"James, Henry,",East Library,Playaway Digital Audio ;,2009,1/15/20,PLAYER,BKPLAYER
0,The metamorphosis and other stories,KAFK 1-DEVICE,"Kafka, Franz,",Cheyenne Mountain Library,"[Distributed exclusively by] Recorded Books, LLC :",2010,9/5/19,PLAYER,BKPLAYER
0,The metamorphosis and other stories,KAFK 1-DEVICE,"Kafka, Franz,",Cheyenne Mountain Library,"[Manufactured by] Findaway World, LLC,",2010,9/5/19,PLAYER,BKPLAYER
0,The metamorphosis and other stories,KAFK 1-DEVICE,"Kafka, Franz,",Cheyenne Mountain Library,Playaway Digital Audio ;,2010,9/5/19,PLAYER,BKPLAYER
0,The metamorphosis and other stories,KAFK 1-DEVICE,"Kafka, Franz,",Penrose Library,"[Distributed exclusively by] Recorded Books, LLC :",2010,8/14/19,PLAYER,BKPLAYER
0,The metamorphosis and other stories,KAFK 1-DEVICE,"Kafka, Franz,",Penrose Library,"[Manufactured by] Findaway World, LLC,",2010,8/14/19,PLAYER,BKPLAYER
0,The metamorphosis and other stories,KAFK 1-DEVICE,"Kafka, Franz,",Penrose Library,Playaway Digital Audio ;,2010,8/14/19,PLAYER,BKPLAYER
15,Jaws 3,JAWS 1-DISC,,Old Colorado City Library,"Universal,",2003,2/3/20,DVD,DVD
10,Jaws 3,JAWS 1-DISC,,Library 21c,"Universal,",2003,1/28/20,DVD,DVD
15,Jaws 3,JAWS 1-DISC,,Rockrimmon Library,"Universal,",2003,2/1/20,DVD,DVD
16,Jaws 3,JAWS 1-DISC,,Sand Creek Library,"Universal,",2003,2/1/20,DVD,DVD
7,Country music,781.642097 COUN 8-DISCS,,Distribution Facility,"PBS,",2019,1/29/20,DVDSET,DVD
7,Country music,781.642097 COUN 8-DISCS,,Distribution Facility,"PBS,",2019,1/22/20,DVDSET,DVD
7,Country music,781.642097 COUN 8-DISCS,,Distribution Facility,"PBS,",2019,1/28/20,DVDSET,DVD
9,Country music,781.642097 COUN 8-DISCS,,Distribution Facility,"PBS,",2019,1/18/20,DVDSET,DVD
8,Country music,781.642097 COUN 8-DISCS,,Distribution Facility,"PBS,",2019,1/31/20,DVDSET,DVD
9,Country music,781.642097 COUN 8-DISCS,,Distribution Facility,"PBS,",2019,1/21/20,DVDSET,DVD
2,Country music,781.642097 COUN 8-DISCS,,Distribution Facility,"PBS,",2019,1/21/20,DVDSET,DVD
3,Country music,781.642097 COUN 8-DISCS,,Distribution Facility,"PBS,",2019,1/29/20,DVDSET,DVD
2,Country music,781.642097 COUN 8-DISCS,,Distribution Facility,"PBS,",2019,1/23/20,DVDSET,DVD
4,Country music,781.642097 COUN 8-DISCS,,Calhan Library,"PBS,",2019,1/17/20,DVDSET,DVD
0,Living life through their eyes : our journey together on the autism spectrum /,618.928588 MART,"Martinez, Gary.",Library 21c,[s.n.] ,2017,8/1/19,BOOK,NONFIC
3,"Pour me a divorce : powerful life lessons learned from true stories of love, addiction, and resilience /",346.0166 MARR,"Marrow, Sherilyn.",Sand Creek Library,"Expressville Books,",2018,2/3/20,BOOK,NEW
0,The ball game gambit /,THOM,"Thomas, Roger L.",Library 21c,"Roger L. Thomas,",2018,8/1/19,BOOK,NEW
1,Whistling in the dark,POP/ROCK AMON WHIS 1-DISC,Among the Land of the Blind (Musical group),High Prairie Library,"Derek Bailey,",2019,8/13/19,CDMUSIC,CD
3,Whistling in the dark,POP/ROCK AMON WHIS 1-DISC,Among the Land of the Blind (Musical group),Ruth Holley Library,"Derek Bailey,",2019,9/9/19,CDMUSIC,CD
5,High noon /,ROBE,"Roberts, Nora.",East Library,"G.P. Putnam's Sons,",2007,1/29/20,BOOK,FICTION
2,High noon /,ROBE,"Roberts, Nora.",East Library,"G.P. Putnam's Sons,",2007,1/18/20,BOOK,FICTION
1,High noon /,ROBE,"Roberts, Nora.",Penrose Library,"G.P. Putnam's Sons,",2007,11/25/19,BOOK,FICTION
7,Understanding the quantum world,530.12 UNDE 4-DISCS,"Carlson, Erica W.",Distribution Facility,"Teaching Co.,",2019,2/4/20,DVDSET,DVD
7,Understanding the quantum world,530.12 UNDE 4-DISCS,"Carlson, Erica W.",Distribution Facility,"Teaching Co.,",2019,1/31/20,DVDSET,DVD
2,Brazil /,918.104 BRAZ 2019,"Helszty?ska-Stadnik, Magdalena,",East Library,"APA Publications,",2019,12/28/19,BOOK,NONFIC
1,Brazil /,918.104 BRAZ 2019,"Helszty?ska-Stadnik, Magdalena,",Ruth Holley Library,"APA Publications,",2019,10/22/19,BOOK,NONFIC
8,Johnny Cash : the redemption of an American icon /,782.421642 CASH,"Laurie, Greg,",Distribution Facility,Salem Books,2019,1/14/20,BOOK,NEW
8,Johnny Cash : the redemption of an American icon /,782.421642 CASH,"Laurie, Greg,",Distribution Facility,Salem Books,2019,1/28/20,BOOK,NEW
2,"Good girl, bad girl",ROBO 10-DISCS,"Robotham, Michael,",Penrose Library,"Simon & Schuster Audio,",2019,11/18/19,CDBOOK,CDBOOK
4,"Good girl, bad girl",ROBO 10-DISCS,"Robotham, Michael,",Fountain Library,"Simon & Schuster Audio,",2019,1/17/20,CDBOOK,CDBOOK
0,Eagle song /,BRUC,"Bruchac, Joseph,",Library 21c,"Puffin Books,",1999,8/27/19,JBOOK,JFICTION
0,Eagle song /,BRUC,"Bruchac, Joseph,",Library 21c,"Puffin Books,",1999,8/27/19,JBOOK,JFICTION
0,Eagle song /,BRUC,"Bruchac, Joseph,",Penrose Library,"Puffin Books,",1999,8/27/19,JBOOK,JFICTION
1,Eagle song /,BRUC,"Bruchac, Joseph,",Manitou Springs Library,"Puffin Books,",1999,11/2/19,JBOOK,JFICTION
6,Model crime /,KEEN,"Keene, Carolyn.",East Library,"Aladdin Paperbacks,",2009,1/24/20,JBOOK,JFICTION
4,Model crime /,KEEN,"Keene, Carolyn.",East Library,"Aladdin Paperbacks,",2009,1/22/20,JBOOK,JFICTION
1,Model crime /,KEEN,"Keene, Carolyn.",Penrose Library,"Aladdin Paperbacks,",2009,10/3/19,JBOOK,JFICTION
3,Model crime /,KEEN,"Keene, Carolyn.",Penrose Library,"Aladdin Paperbacks,",2009,12/20/19,JBOOK,JFICTION
4,Model suspect /,KEEN,"Keene, Carolyn.",East Library,"Aladdin Simon & Schuster Childrens Pub.,",2009,1/10/20,JBOOK,JFICTION
3,Model suspect /,KEEN,"Keene, Carolyn.",Ruth Holley Library,"Aladdin Simon & Schuster Childrens Pub.,",2009,10/25/19,JBOOK,JFICTION
2,Model suspect /,KEEN,"Keene, Carolyn.",Penrose Library,"Aladdin Simon & Schuster Childrens Pub.,",2009,1/27/20,JBOOK,JFICTION
5,Model suspect /,KEEN,"Keene, Carolyn.",Library 21c,"Aladdin Simon & Schuster Childrens Pub.,",2009,1/22/20,JBOOK,JFICTION
3,Secret identity /,KEEN,"Keene, Carolyn.",East Library,"Aladdin Paperbacks,",2008,1/10/20,JBOOK,JFICTION
3,Secret identity /,KEEN,"Keene, Carolyn.",East Library,"Aladdin Paperbacks,",2008,1/29/20,JBOOK,JFICTION
4,Secret identity /,KEEN,"Keene, Carolyn.",Rockrimmon Library,"Aladdin Paperbacks,",2008,2/1/20,JBOOK,JFICTION
1,Secret identity /,KEEN,"Keene, Carolyn.",Ruth Holley Library,"Aladdin Paperbacks,",2008,10/27/19,JBOOK,JFICTION
1,By heresies distressed /,WEBE,"Weber, David,",Library 21c,"Tor,",2009,1/9/20,BOOK,SCIFI
1,By heresies distressed /,WEBE,"Weber, David,",Old Colorado City Library,"Tor,",2009,10/31/19,BOOK,SCIFI
1,Secret sabotage /,KEEN,"Keene, Carolyn.",East Library,"Aladdin,",2010,9/8/19,JBOOK,JFICTION
2,Secret sabotage /,KEEN,"Keene, Carolyn.",East Library,"Aladdin,",2010,1/18/20,JBOOK,JFICTION
2,Secret sabotage /,KEEN,"Keene, Carolyn.",East Library,"Aladdin,",2010,9/28/19,JBOOK,JFICTION
2,Secret sabotage /,KEEN,"Keene, Carolyn.",Monument Library,"Aladdin,",2010,1/7/20,JBOOK,JFICTION
2,Rapid Arabic. 200+ essential words and phrases anchored into your long-tern memory with great music.,492.7 RAPI V.1 1-DEVICE,,Ruth Holley Library,"[Manufactured and distributed by] Findaway World, LLC,",2009,12/22/19,PLAYER,BKPLAYER
2,Rapid Arabic. 200+ essential words and phrases anchored into your long-tern memory with great music.,492.7 RAPI V.1 1-DEVICE,,Ruth Holley Library,Playaway Digital Audio :,2009,12/22/19,PLAYER,BKPLAYER
3,Rapid Arabic. 200+ essential words and phrases anchored into your long-tern memory with great music.,492.7 RAPI V.1 1-DEVICE,,Library 21c,"[Manufactured and distributed by] Findaway World, LLC,",2009,1/27/20,PLAYER,BKPLAYER
3,Rapid Arabic. 200+ essential words and phrases anchored into your long-tern memory with great music.,492.7 RAPI V.1 1-DEVICE,,Library 21c,Playaway Digital Audio :,2009,1/27/20,PLAYER,BKPLAYER
0,Rapid Chinese. 200+ essential words and phrases anchored into your long-term memory with great music.,495.183421 RAPI V.2 1-DEVICE,,East Library,"[Manufactured and distributed by] Findaway World, LLC,",2008,8/28/19,PLAYER,BKPLAYER
0,Rapid Chinese. 200+ essential words and phrases anchored into your long-term memory with great music.,495.183421 RAPI V.2 1-DEVICE,,East Library,Playaway Digital Audio :,2008,8/28/19,PLAYER,BKPLAYER
1,Rapid Chinese. 200+ essential words and phrases anchored into your long-term memory with great music.,495.183421 RAPI V.2 1-DEVICE,,High Prairie Library,"[Manufactured and distributed by] Findaway World, LLC,",2008,12/11/19,PLAYER,BKPLAYER
1,Rapid Chinese. 200+ essential words and phrases anchored into your long-term memory with great music.,495.183421 RAPI V.2 1-DEVICE,,High Prairie Library,Playaway Digital Audio :,2008,12/11/19,PLAYER,BKPLAYER
1,Rapid Dutch. 200+ essential words and phrases anchored into your long-term memory with great music.,439.318 RAPI V.1 1-DEVICE,,Library 21c,"[Manufactured and distributed by] Findaway World, LLC,",2009,2/2/20,PLAYER,BKPLAYER
1,Rapid Dutch. 200+ essential words and phrases anchored into your long-term memory with great music.,439.318 RAPI V.1 1-DEVICE,,Library 21c,Playaway Digital Audio :,2009,2/2/20,PLAYER,BKPLAYER
1,Rapid Dutch. 200+ essential words and phrases anchored into your long-term memory with great music.,439.318 RAPI V.1 1-DEVICE,,Ruth Holley Library,"[Manufactured and distributed by] Findaway World, LLC,",2009,11/7/19,PLAYER,BKPLAYER
1,Rapid Dutch. 200+ essential words and phrases anchored into your long-term memory with great music.,439.318 RAPI V.1 1-DEVICE,,Ruth Holley Library,Playaway Digital Audio :,2009,11/7/19,PLAYER,BKPLAYER
4,Rapid Greek. 200+ essential words and phrases anchored into your long-term memory with great music.,489.383421 RAPI V.1 1-DEVICE,,Monument Library,"[Manufactured and distributed by] Findaway World, LLC,",2007,1/17/20,PLAYER,BKPLAYER
4,Rapid Greek. 200+ essential words and phrases anchored into your long-term memory with great music.,489.383421 RAPI V.1 1-DEVICE,,Monument Library,Playaway Digital Audio :,2007,1/17/20,PLAYER,BKPLAYER
3,Rapid Greek. 200+ essential words and phrases anchored into your long-term memory with great music.,489.383421 RAPI V.1 1-DEVICE,,Ruth Holley Library,"[Manufactured and distributed by] Findaway World, LLC,",2007,1/23/20,PLAYER,BKPLAYER
3,Rapid Greek. 200+ essential words and phrases anchored into your long-term memory with great music.,489.383421 RAPI V.1 1-DEVICE,,Ruth Holley Library,Playaway Digital Audio :,2007,1/23/20,PLAYER,BKPLAYER
1,Rapid Greek. 200+ essential words and phrases anchored into your long-term memory with great music.,489.383421 RAPI V.2 1-DEVICE,,Sand Creek Library,"[Manufactured and distributed by] Findaway World, LLC,",2008,1/10/20,PLAYER,BKPLAYER
1,Rapid Greek. 200+ essential words and phrases anchored into your long-term memory with great music.,489.383421 RAPI V.2 1-DEVICE,,Sand Creek Library,Playaway Digital Audio :,2008,1/10/20,PLAYER,BKPLAYER
2,Rapid Greek. 200+ essential words and phrases anchored into your long-term memory with great music.,489.383421 RAPI V.2 1-DEVICE,,Monument Library,"[Manufactured and distributed by] Findaway World, LLC,",2008,1/15/20,PLAYER,BKPLAYER
2,Rapid Greek. 200+ essential words and phrases anchored into your long-term memory with great music.,489.383421 RAPI V.2 1-DEVICE,,Monument Library,Playaway Digital Audio :,2008,1/15/20,PLAYER,BKPLAYER
